offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,6.7773618150485415
No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,6.627048820266781
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,6.907505247726927
No,Points,Postcard,Low,1,No,Medium,1,1,2,Yes,7.069448867980125
No,Points,Letter,High,1,No,High,1,1,3,Yes,6.615395616979245
No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,7.071148825890573
No,Cash Back,Letter,Low,more than 1,No,Medium,2,more than 1,2,Yes,6.634633357861686
No,Cash Back,Postcard,Low,1,No,High,1,1,1,No,6.62870253322841
No,Cash Back,Postcard,High,1,Yes,High,more than 2,more than 1,2,Yes,7.310383032270141
No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,No,7.086946942767164
No,Points,Letter,High,1,No,High,2,1,4,Yes,6.950575276165066
No,Cash Back,Postcard,Low,1,No,High,more than 2,more than 1,2,Yes,7.089243155027514
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,6.697342842021657
No,Air Miles,Letter,High,more than 1,No,High,2,1,4,No,6.902993961880426
No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,7.188035021667156
No,Cash Back,Letter,High,more than 1,No,High,1,1,4,Yes,6.888062645636401
No,Points,Postcard,Medium,1,No,Medium,1,more than 1,4,No,6.586516423001513
Yes,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,6.825460036255307
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,6.573680166960646
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,6.916219357394266
No,Points,Letter,High,more than 1,Yes,Medium,2,1,2,No,6.756932389247553
No,Points,Postcard,Medium,1,Yes,High,2,more than 1,4,Yes,6.719616836866618
No,Air Miles,Letter,High,1,Yes,Medium,more than 2,1,2,Yes,6.476972362889683
No,Air Miles,Postcard,High,1,No,Low,1,more than 1,3,Yes,6.9019886840878
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,7.2271176880368895
No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,4,No,6.680227129350103
No,Air Miles,Letter,Low,1,No,High,1,1,4,No,7.07326971745971
No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,6.838405200847344
No,Cash Back,Letter,Medium,more than 1,No,High,2,1,1,No,7.162009825321399
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,No,6.831953565565855
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,6.9648442459662645
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,more than 1,5,No,6.555712447369967
Yes,Air Miles,Postcard,High,more than 1,No,Low,2,more than 1,3,No,7.241545350383411
No,Cash Back,Postcard,Medium,more than 1,No,Medium,2,more than 1,3,Yes,7.302833294203815
No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,7.126288217738663
No,Points,Postcard,Low,1,No,High,1,1,3,Yes,6.994620812003719
No,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,6.624397178010411
No,Cash Back,Postcard,High,more than 1,Yes,High,1,1,5,Yes,7.101470019605535
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,1,5,No,6.821380063235392
Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,6.9648442459662645
No,Points,Letter,High,more than 1,No,Low,1,more than 1,2,No,6.561737629517393
Yes,Cash Back,Letter,Low,1,No,Low,more than 2,1,1,No,7.099614540256581
No,Points,Postcard,High,1,Yes,Low,2,1,3,Yes,7.337912999680673
No,Points,Postcard,Low,1,No,High,more than 2,more than 1,2,No,7.267350953431847
No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,6.641508487250421
No,Points,Letter,Medium,more than 1,No,Medium,2,1,4,No,7.139462060956835
No,Cash Back,Postcard,Medium,1,No,Medium,2,more than 1,1,Yes,6.900227012561346
No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,7.024204091625384
No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,7.054665524296758
No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,6.999422467507961
No,Points,Letter,Medium,1,No,Medium,2,1,2,No,6.965316389506668
No,Points,Letter,Medium,1,No,High,1,1,4,Yes,7.096514403434516
No,Points,Letter,Low,more than 1,No,Low,more than 2,1,4,Yes,7.067532954674527
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,7.456598969935649
Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,6.787281125514262
No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,6.546426666362057
No,Cash Back,Letter,High,more than 1,No,High,1,1,4,No,6.889845858438569
No,Cash Back,Letter,Medium,more than 1,No,High,2,1,3,Yes,6.983326465829211
No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,7.115175869831111
No,Cash Back,Letter,High,1,No,Medium,more than 2,more than 1,3,No,7.021307153666252
No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,6.731018100482083
No,Air Miles,Postcard,Medium,more than 1,No,High,more than 2,1,4,Yes,6.963899289600177
No,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,7.121656248929415
No,Points,Letter,Medium,1,No,Low,more than 2,1,2,No,6.766479691624183
No,Air Miles,Letter,Medium,more than 1,No,Low,2,1,2,No,6.803505257608338
Yes,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,4,Yes,6.821380063235392
No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,1,Yes,7.454141078146678
No,Cash Back,Postcard,Low,1,No,High,1,1,4,No,6.998966159035521
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,6.879355804460439
No,Air Miles,Letter,Medium,1,Yes,High,more than 2,1,5,Yes,6.8630193851407455
No,Air Miles,Letter,High,1,No,High,1,1,4,No,6.925595197110468
No,Cash Back,Letter,Low,1,No,Medium,1,1,3,Yes,7.124478262493424
No,Cash Back,Postcard,High,more than 1,No,High,2,more than 1,3,Yes,6.589270297375311
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,6.717804695023691
No,Cash Back,Letter,Medium,1,No,High,1,1,5,No,7.136085356983647
No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,7.028866104731195
No,Cash Back,Postcard,High,1,No,High,2,1,4,No,6.570882962339584
No,Points,Letter,Medium,1,No,High,2,1,4,Yes,6.904750769961838
No,Points,Letter,Low,1,No,Medium,1,1,4,No,6.896947080265534
No,Points,Letter,Medium,1,No,High,more than 2,1,3,No,6.376726947898627
No,Air Miles,Postcard,Medium,more than 1,No,Low,more than 2,1,5,Yes,6.792905437303195
No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,6.9558309022137
No,Points,Postcard,Low,more than 1,No,High,2,1,4,Yes,7.1718488166253005
No,Air Miles,Letter,Low,more than 1,No,Medium,1,more than 1,3,Yes,7.096307385526727
No,Air Miles,Letter,Low,1,No,Low,more than 2,1,4,Yes,6.987951820976414
No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,6.946975992135418
No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,1,No,7.096307385526727
No,Cash Back,Postcard,Medium,more than 1,No,Medium,more than 2,more than 1,4,No,6.817557011063989
No,Cash Back,Letter,Low,1,No,Medium,2,more than 1,4,Yes,6.951532901328025
No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,more than 1,6,No,6.951054203377285
No,Cash Back,Postcard,High,more than 1,No,Low,more than 2,1,5,Yes,6.865630352681466
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,6.831953565565855
No,Cash Back,Postcard,High,1,Yes,Medium,2,1,6,No,7.106196217655975
No,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,6.943604931875834
No,Cash Back,Letter,High,more than 1,No,Low,1,1,3,Yes,7.033947304219897
Yes,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,6.940222469119639
No,Points,Letter,High,1,No,Medium,2,more than 1,4,Yes,6.989795989318346
No,Points,Postcard,Medium,1,No,Medium,more than 2,1,4,No,6.953206541886054
No,Cash Back,Letter,Medium,1,Yes,Low,more than 2,1,3,Yes,6.966731484082434
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,6.659934739955487
No,Cash Back,Postcard,Low,1,Yes,High,more than 2,1,2,No,6.97237192206811
No,Cash Back,Postcard,High,1,No,Medium,2,1,3,No,6.887552571664617
No,Cash Back,Letter,High,1,Yes,High,2,1,2,Yes,7.124880757970784
No,Points,Letter,Medium,1,No,High,2,1,3,No,6.542471960506805
No,Cash Back,Letter,Medium,more than 1,No,Medium,2,more than 1,3,Yes,7.095478885065086
No,Points,Letter,Medium,more than 1,Yes,High,2,1,2,Yes,7.100233415985461
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,4,Yes,6.656083644053389
No,Points,Postcard,High,more than 1,Yes,High,1,1,4,Yes,7.0707241072602764
No,Air Miles,Postcard,Medium,more than 1,No,Low,more than 2,1,3,Yes,6.9122451842549895
Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,6.9676737691933806
No,Cash Back,Letter,Low,1,No,High,2,1,3,No,6.771935555839602
No,Air Miles,Postcard,Low,1,No,Medium,1,more than 1,4,Yes,7.099201743553092
No,Points,Letter,Low,1,No,High,more than 2,1,3,Yes,6.905001490785516
No,Air Miles,Postcard,Medium,more than 1,No,Medium,more than 2,1,4,Yes,7.178736159710507
No,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,5,No,6.9204246820828
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,7.159486287148259
No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,6.674561391814426
No,Cash Back,Letter,Low,1,Yes,Low,2,more than 1,3,Yes,6.877038306320077
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,3,No,7.046212022129153
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.699500340161678
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,7.1210504942415325
No,Air Miles,Postcard,Low,1,Yes,High,1,1,5,No,6.46419881975125
No,Points,Postcard,Low,1,No,Low,2,1,1,No,6.997138840116823
No,Air Miles,Postcard,Low,1,No,High,2,1,3,No,6.891371799731613
No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,7.010311867307229
No,Air Miles,Postcard,Low,more than 1,No,Medium,1,1,3,Yes,6.57751359211156
No,Points,Postcard,Low,1,No,High,more than 2,1,4,No,7.237059026124737
No,Air Miles,Letter,Low,more than 1,No,Low,2,1,5,Yes,6.961059051004448
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,6.858039686736205
No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,7.10434949506281
No,Points,Letter,Low,1,No,High,1,more than 1,2,Yes,6.933179331322296
No,Points,Postcard,Low,1,Yes,Low,2,1,4,Yes,6.752270376141742
No,Air Miles,Letter,High,1,No,Low,2,more than 1,4,Yes,6.914730892718563
No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,6.948897222313312
No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,6.768780526691549
No,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.905001490785516
Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,7.171656822768514
No,Cash Back,Letter,Low,1,Yes,Low,more than 2,1,4,Yes,7.160457632537892
No,Points,Postcard,Medium,1,No,Low,more than 2,1,4,No,6.499411030123129
No,Points,Letter,Medium,1,No,High,2,1,5,No,6.693943055096812
No,Points,Letter,Low,more than 1,No,High,2,1,1,Yes,6.4853983032037545
No,Points,Letter,High,1,Yes,Medium,more than 2,1,2,No,7.064759027791802
No,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,6.853299093186078
No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,Yes,7.0873648282726185
No,Points,Postcard,High,more than 1,No,Medium,more than 2,1,1,Yes,7.055312843339752
No,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,7.01907301511409
No,Points,Letter,High,1,No,High,more than 2,1,3,Yes,6.868754541632405
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,3,Yes,6.900730664045173
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,6.877553770249016
No,Air Miles,Letter,Low,1,No,High,more than 2,1,4,Yes,7.174341388139183
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,7.066253636802816
No,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,4,Yes,7.478169694159785
No,Cash Back,Letter,High,more than 1,No,Medium,2,1,3,Yes,6.992096427415888
No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,7.250990310554167
No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,6.723531914898586
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,5,No,6.945051063725834
No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,7.138668567560708
No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,6.8343778091773615
No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,6.995308175989998
No,Points,Postcard,High,1,Yes,Low,1,1,3,Yes,6.767055396879002
No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,Yes,7.413518108405666
Yes,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,6.919436783755975
No,Cash Back,Letter,Low,1,Yes,Low,1,more than 1,6,Yes,6.882437470997847
No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,6.932203959384447
No,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,4,Yes,7.017730132190708
No,Air Miles,Letter,Low,more than 1,No,High,1,1,4,Yes,6.941915130628842
Yes,Air Miles,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.75080902851941
Yes,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.921658184151129
No,Cash Back,Postcard,High,1,No,Medium,more than 2,more than 1,2,Yes,6.967202737625557
No,Points,Postcard,Low,1,No,High,1,more than 1,3,No,7.04359650189355
No,Points,Letter,Medium,1,No,Low,more than 2,1,5,No,7.22802554102707
No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,6.661854740545311
No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,6.692393868109982
No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,1,Yes,6.625060748041395
No,Points,Letter,High,more than 1,Yes,Medium,more than 2,1,4,Yes,6.470025210286697
No,Air Miles,Postcard,Medium,more than 1,Yes,Medium,more than 2,more than 1,1,Yes,6.916467219584159
No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,6.621738485849417
No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,6.630683385642372
No,Points,Postcard,Medium,more than 1,No,High,more than 2,1,4,Yes,6.875748482847051
No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,2,Yes,7.026426808699636
No,Points,Letter,Medium,1,No,Low,1,1,5,No,7.033286001429347
No,Cash Back,Letter,Medium,more than 1,No,Medium,more than 2,more than 1,4,Yes,7.071148825890573
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,7.339862318036722
No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,6.712044485069167
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,4,No,7.057467552210464
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,No,7.141443044172018
No,Air Miles,Postcard,High,1,No,High,1,1,2,Yes,6.648660663382269
No,Cash Back,Letter,Low,1,No,High,1,more than 1,3,No,6.731316385346338
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,6.764173550504113
No,Cash Back,Postcard,High,more than 1,No,High,1,1,3,No,7.056821626900031
No,Points,Postcard,Medium,more than 1,No,Low,more than 2,1,2,No,6.902993961880426
Yes,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,No,7.157930169347377
No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,6.709913910530146
No,Air Miles,Letter,Medium,more than 1,No,Medium,more than 2,more than 1,6,Yes,7.097755611703093
Yes,Points,Postcard,Low,1,No,Low,1,1,3,Yes,6.692393868109982
No,Air Miles,Letter,High,1,Yes,High,more than 2,1,4,No,6.799891633106192
No,Cash Back,Letter,High,more than 1,Yes,Low,2,1,5,Yes,7.214504414151143
No,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,6.913737350659685
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.929027414257677
No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.909503749516254
No,Points,Postcard,Medium,more than 1,No,High,2,1,4,No,6.7644621091556605
No,Cash Back,Postcard,Low,1,Yes,High,2,1,3,Yes,7.333023014386481
No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,6.92461239604856
Yes,Points,Postcard,High,1,No,Low,1,1,3,No,7.0967213784947605
No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,6.856988161928484
Yes,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,7.0217533830355485
No,Points,Postcard,High,1,No,High,1,1,4,No,7.039441219807512
No,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,6.598509028614515
No,Points,Postcard,Medium,more than 1,No,Medium,2,more than 1,4,Yes,6.57716570551908
No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,7.126087273299125
No,Air Miles,Letter,High,1,Yes,Medium,2,1,5,No,7.110287876392222
No,Points,Postcard,Low,1,No,Low,more than 2,1,6,Yes,6.730421263699221
No,Points,Postcard,Low,1,Yes,Low,2,1,4,No,7.211372214446223
Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,6.525762527059115
No,Cash Back,Letter,Medium,1,No,Medium,2,1,2,Yes,6.898714534329988
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.716594773520978
Yes,Air Miles,Letter,Medium,1,No,Low,more than 2,1,4,Yes,7.00397413672268
No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,7.13747714565647
No,Air Miles,Postcard,Medium,more than 1,No,Medium,1,1,2,No,7.098788776378113
Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,4,No,7.497068555796869
No,Air Miles,Letter,Medium,more than 1,Yes,Medium,2,1,3,Yes,7.014365014040395
No,Cash Back,Letter,Medium,1,No,Low,more than 2,more than 1,3,Yes,7.058113060570694
No,Points,Letter,Low,1,No,High,more than 2,more than 1,4,Yes,7.1180162044653335
No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,more than 1,3,Yes,6.953445404899253
No,Air Miles,Postcard,High,more than 1,No,Low,2,1,4,Yes,6.830604219793722
No,Air Miles,Postcard,High,more than 1,No,Medium,2,1,3,Yes,7.047299806420034
No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,7.121656248929415
No,Air Miles,Letter,High,more than 1,No,High,1,1,4,Yes,6.793185824239001
No,Cash Back,Postcard,Low,1,Yes,High,2,1,2,Yes,7.183301509089395
No,Points,Letter,Low,1,No,Low,2,1,5,Yes,6.996223926969745
No,Cash Back,Postcard,Medium,more than 1,No,Medium,2,1,4,No,6.997824476071004
No,Points,Letter,Medium,1,Yes,High,2,1,4,Yes,7.488992766988493
No,Points,Letter,Low,1,No,Low,2,1,4,Yes,7.130298650224314
No,Cash Back,Postcard,Medium,1,No,Low,more than 2,1,4,No,6.662493922414308
No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.617068697510057
No,Points,Postcard,Medium,1,No,High,2,more than 1,6,Yes,6.821652579928726
No,Air Miles,Letter,Medium,more than 1,No,High,2,more than 1,3,No,7.008053000297501
Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,6.79794041297493
No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,7.216893023463208
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,1,3,No,6.565968947537155
Yes,Points,Letter,High,1,Yes,Low,1,1,6,Yes,6.965080345601407
No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,7.071997722376186
No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,3,Yes,6.9541616517962925
No,Cash Back,Postcard,Medium,more than 1,No,High,more than 2,1,2,Yes,7.133495456143613
No,Points,Postcard,Medium,1,Yes,High,more than 2,1,6,No,7.159680631721799
No,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,7.223842575939085
No,Air Miles,Letter,Low,1,No,Medium,more than 2,more than 1,1,No,6.919930854912271
No,Points,Letter,Low,1,No,High,2,1,4,Yes,6.823830044044376
No,Cash Back,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.719918541500072
No,Points,Letter,High,more than 1,No,High,2,1,4,No,7.1912410593025085
No,Points,Letter,Low,1,No,Low,1,1,3,Yes,7.087573705557973
No,Cash Back,Letter,Medium,1,No,Medium,2,1,6,Yes,7.015263486697422
No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,7.26630346730255
No,Points,Letter,Low,1,No,High,2,1,3,Yes,6.697034247666484
No,Air Miles,Letter,Medium,1,No,Low,more than 2,more than 1,4,Yes,6.589270297375311
No,Cash Back,Postcard,Medium,more than 1,No,Medium,2,more than 1,5,No,6.75518668033753
No,Air Miles,Letter,Low,more than 1,No,Low,more than 2,1,1,Yes,7.025760512173042
No,Air Miles,Postcard,High,more than 1,No,Medium,1,1,5,No,6.734591659972948
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,6.998281305681508
No,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,6.847739846572151
No,Cash Back,Letter,Medium,1,No,High,more than 2,1,6,Yes,6.515453157400254
No,Cash Back,Letter,Medium,1,No,Medium,more than 2,1,5,No,7.040536390215956
No,Points,Postcard,Low,1,No,Medium,more than 2,1,5,Yes,6.720220155135295
No,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,3,Yes,6.725033642166843
No,Points,Letter,High,more than 1,No,Low,1,more than 1,3,No,6.877296071497429
No,Air Miles,Postcard,Medium,1,No,Low,1,more than 1,6,Yes,6.85356304989871
No,Points,Postcard,High,1,Yes,High,2,1,4,No,6.970730078143525
No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,6.995079107153812
No,Cash Back,Postcard,High,1,Yes,High,1,1,3,Yes,7.001700891824665
No,Points,Postcard,High,1,No,High,1,1,2,No,6.856988161928484
No,Air Miles,Postcard,Medium,1,No,Low,2,1,6,Yes,6.541390684495887
No,Air Miles,Letter,High,more than 1,No,Low,2,1,3,Yes,7.116191201424073
No,Cash Back,Letter,High,more than 1,No,High,1,1,3,Yes,6.988643782715475
Yes,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,6.783042034808496
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,7.080026499922591
No,Points,Letter,Medium,1,No,High,more than 2,more than 1,1,Yes,6.677398273149626
No,Air Miles,Letter,Medium,1,No,Low,more than 2,1,2,Yes,7.251699530442051
Yes,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,3,No,7.077287060847698
No,Cash Back,Letter,High,more than 1,No,Low,1,1,2,Yes,6.738448659265677
No,Points,Postcard,Medium,more than 1,No,Low,more than 2,1,3,Yes,6.920671504248683
No,Air Miles,Postcard,Medium,1,No,High,2,more than 1,3,Yes,7.087573705557973
No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,Yes,7.072633922164371
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,7.112531172938162
No,Air Miles,Postcard,High,1,No,Low,more than 2,1,5,No,7.262453270036648
No,Points,Letter,High,1,No,High,1,1,4,Yes,7.247258631412542
No,Points,Postcard,High,1,No,Medium,2,more than 1,3,Yes,6.923874660862021
No,Points,Letter,Medium,more than 1,No,Medium,1,1,3,No,6.7875630936537314
No,Points,Letter,Medium,1,No,Low,1,more than 1,4,No,7.15598161066381
No,Cash Back,Letter,Low,more than 1,No,Medium,1,1,3,Yes,6.914979124071457
No,Points,Letter,Low,1,No,Medium,more than 2,more than 1,2,Yes,7.188979041372871
No,Air Miles,Letter,High,more than 1,No,High,2,1,2,No,6.826816336476785
No,Air Miles,Letter,Medium,more than 1,No,High,1,1,1,Yes,7.482681828154651
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,6.643464159320931
No,Points,Postcard,Medium,1,No,High,more than 2,1,3,Yes,7.002155954403621
No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,6.905252148764019
No,Points,Postcard,High,1,No,Medium,2,1,1,Yes,6.9219047020865565
No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,6.9263316645550725
Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,No,7.136880901973894
No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,7.202847329608931
No,Air Miles,Postcard,High,1,No,Low,1,more than 1,4,Yes,7.274306293591076
No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,6.858565034791365
No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,7.147362556327012
No,Cash Back,Postcard,High,1,No,Low,more than 2,1,4,Yes,6.965080345601407
No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,6.952250518868688
No,Air Miles,Postcard,High,more than 1,No,High,more than 2,more than 1,4,Yes,6.975881108029737
No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,6.893149126592775
No,Air Miles,Postcard,Low,more than 1,No,Low,2,1,3,No,6.486922693742851
No,Points,Postcard,Medium,1,No,High,1,more than 1,5,No,7.049037803816026
No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,7.160845906664299
No,Cash Back,Letter,High,1,Yes,High,more than 2,1,4,Yes,6.847474348097207
No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,6.888827269096618
No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,7.207489432458059
No,Points,Letter,Medium,1,No,High,2,more than 1,4,No,6.980540948707785
No,Cash Back,Letter,High,more than 1,No,Medium,2,1,4,Yes,6.6509256700131205
No,Air Miles,Letter,Medium,more than 1,No,High,more than 2,1,4,Yes,7.034387929915503
No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,7.0967213784947605
No,Air Miles,Postcard,High,1,No,Medium,1,1,4,No,6.965552377708354
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,6.666956792429207
No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,6.968379900798572
No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,6.9363427358340495
No,Points,Postcard,High,1,No,High,more than 2,1,2,No,7.122866658599083
No,Air Miles,Letter,Medium,1,No,High,2,more than 1,2,Yes,6.727132278823764
No,Points,Postcard,Low,1,No,Medium,1,1,5,No,7.0762314289540384
No,Cash Back,Postcard,High,1,No,High,2,1,4,No,7.346332738540504
No,Air Miles,Postcard,High,more than 1,No,High,1,1,1,No,6.695180679017161
No,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,7.210079628170788
No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,7.542611051164978
No,Points,Letter,High,more than 1,No,High,1,more than 1,4,No,6.556067876554444
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,4,Yes,6.83249279448159
No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,6.669180780637384
No,Air Miles,Postcard,High,1,Yes,High,1,1,4,Yes,7.136284302572685
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,3,Yes,7.058973090724758
No,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,6.656083644053389
No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,6.920671504248683
No,Points,Postcard,Low,more than 1,No,High,1,1,3,Yes,7.19499975570287
